route_id,route_name,closed,index,latitude,longitude,east_m,north_m,distance_m,path_yaw_rad
"route-1788717292510","12",false,0,37.2887136486,127.1073045954,6.295445,-1.925707,0.000000,2.7934387662
"route-1788717292510","12",false,1,37.2887149490,127.1073001111,5.897803,-1.781388,0.423022,2.7934387662
"route-1788717292510","12",false,2,37.2887162494,127.1072956268,5.500161,-1.637068,0.846044,2.7934387662
"route-1788717292510","12",false,3,37.2887175498,127.1072911425,5.102518,-1.492749,1.269066,2.7934387662
"route-1788717292510","12",false,4,37.2887188501,127.1072866581,4.704876,-1.348430,1.692088,2.6329169702
"route-1788717292510","12",false,5,37.2887207173,127.1072824672,4.333248,-1.141202,2.117588,2.6329169702
"route-1788717292510","12",false,6,37.2887225845,127.1072782762,3.961619,-0.933974,2.543089,2.5555530752
"route-1788717292510","12",false,7,37.2887240516,127.1072755102,3.716345,-0.771152,2.837488,2.5555530752
"route-1788717292510","12",false,8,37.2887255187,127.1072727442,3.471070,-0.608330,3.131887,2.3583228629
"route-1788717292510","12",false,9,37.2887273859,127.1072703972,3.262958,-0.401102,3.425577,2.3583228629
"route-1788717292510","12",false,10,37.2887292531,127.1072680503,3.054846,-0.193874,3.719267,2.2211784291
"route-1788717292510","12",false,11,37.2887314537,127.1072659548,2.869032,0.050359,4.026149,2.2211784291
"route-1788717292510","12",false,12,37.2887336544,127.1072638594,2.683218,0.294591,4.333031,2.0031060201
"route-1788717292510","12",false,13,37.2887361218,127.1072624344,2.556864,0.568428,4.634614,2.0031060201
"route-1788717292510","12",false,14,37.2887385891,127.1072610095,2.430511,0.842265,4.936196,1.9309687844
"route-1788717292510","12",false,15,37.2887412566,127.1072597522,2.319022,1.138305,5.252533,1.9309687844
"route-1788717292510","12",false,16,37.2887439240,127.1072584949,2.207534,1.434344,5.568870,1.7739575708
"route-1788717292510","12",false,17,37.2887465247,127.1072578244,2.148073,1.722983,5.863570,1.7739575708
"route-1788717292510","12",false,18,37.2887491255,127.1072571538,2.088613,2.011622,6.158269,1.5941471109
"route-1788717292510","12",false,19,37.2887519930,127.1072570700,2.081180,2.329865,6.476599,1.5941471109
"route-1788717292510","12",false,20,37.2887548605,127.1072569862,2.073747,2.648107,6.794928,1.5361802876
"route-1788717292510","12",false,21,37.2887587282,127.1072571538,2.088613,3.077365,7.224443,1.5361802876
"route-1788717292510","12",false,22,37.2887625960,127.1072573215,2.103478,3.506622,7.653958,1.4376859260
"route-1788717292510","12",false,23,37.2887665972,127.1072579920,2.162938,3.950682,8.101981,1.4376859260
"route-1788717292510","12",false,24,37.2887705983,127.1072586626,2.222399,4.394741,8.550004,1.2698169807
"route-1788717292510","12",false,25,37.2887742660,127.1072600875,2.348752,4.801796,8.976218,1.2698169807
"route-1788717292510","12",false,26,37.2887779337,127.1072615124,2.475106,5.208850,9.402432,1.2010149640
"route-1788717292510","12",false,27,37.2887817348,127.1072633564,2.638622,5.630707,9.854870,1.2010149640
"route-1788717292510","12",false,28,37.2887855359,127.1072652005,2.802139,6.052563,10.307309,1.1568201875
"route-1788717292510","12",false,29,37.2887887368,127.1072669607,2.958223,6.407811,10.695333,1.1568201875
"route-1788717292510","12",false,30,37.2887919378,127.1072687209,3.114307,6.763058,11.083358,1.1585185327
"route-1788717292510","12",false,31,37.2887946941,127.1072702296,3.248093,7.068966,11.417241,1.1585185327
"route-1788717292510","12",false,32,37.2887974504,127.1072717384,3.381879,7.374873,11.751125,1.1585185327
"route-1788717292510","12",false,33,37.2888002068,127.1072732471,3.515665,7.680781,12.085008,1.1394190977
"route-1788717292510","12",false,34,37.2888034077,127.1072750911,3.679182,8.036028,12.476081,1.1394190977
"route-1788717292510","12",false,35,37.2888066086,127.1072769351,3.842698,8.391276,12.867155,1.1394190977
"route-1788717292510","12",false,36,37.2888098095,127.1072787791,4.006215,8.746523,13.258228,0.9580685527
"route-1788717292510","12",false,37,37.2888131438,127.1072817128,4.266355,9.116572,13.710566,0.9580685527
"route-1788717292510","12",false,38,37.2888164781,127.1072846465,4.526494,9.486622,14.162903,0.8177430248
"route-1788717292510","12",false,39,37.2888194790,127.1072881669,4.838662,9.819666,14.619376,0.8177430248
"route-1788717292510","12",false,40,37.2888224798,127.1072916873,5.150830,10.152710,15.075848,0.6965635226
"route-1788717292510","12",false,41,37.2888252806,127.1072958782,5.522458,10.463552,15.560338,0.6965635226
"route-1788717292510","12",false,42,37.2888280814,127.1073000692,5.894087,10.774393,16.044827,0.5957790502
"route-1788717292510","12",false,43,37.2888302154,127.1073040087,6.243417,11.011225,16.466871,0.5957790502
"route-1788717292510","12",false,44,37.2888323493,127.1073079482,6.592748,11.248056,16.888915,0.3334177899
"route-1788717292510","12",false,45,37.2888334163,127.1073118038,6.934646,11.366472,17.250739,0.3334177899
"route-1788717292510","12",false,46,37.2888344832,127.1073156595,7.276544,11.484888,17.612563,0.0863716099
"route-1788717292510","12",false,47,37.2888347500,127.1073195152,7.618442,11.514492,17.955740,0.0863716099
"route-1788717292510","12",false,48,37.2888350167,127.1073233709,7.960340,11.544096,18.298918,-0.0398089937
"route-1788717292510","12",false,49,37.2888348834,127.1073275618,8.331968,11.529294,18.670841,-0.0398089937
"route-1788717292510","12",false,50,37.2888347500,127.1073317528,8.703597,11.514492,19.042764,-0.1805659940
"route-1788717292510","12",false,51,37.2888340164,127.1073367819,9.149551,11.433081,19.496088,-0.1805659940
"route-1788717292510","12",false,52,37.2888332829,127.1073418111,9.595505,11.351670,19.949412,-0.2690600031
"route-1788717292510","12",false,53,37.2888324827,127.1073454432,9.917583,11.262858,20.283510,-0.2690600031
"route-1788717292510","12",false,54,37.2888316824,127.1073490754,10.239661,11.174046,20.617608,-0.2690600031
"route-1788717292510","12",false,55,37.2888308822,127.1073527075,10.561738,11.085235,20.951707,-0.2690600031
