route_id,route_name,closed,index,latitude,longitude,east_m,north_m,distance_m,path_yaw_rad
"route-1788717497560","13_left",false,51,37.2888203607,127.1075026132,23.854471,9.917523,23.479414,-0.3334996659
"route-1788717497560","13_left",false,52,37.2888188995,127.1075078920,24.322558,9.755359,23.974795,-0.3334996659
"route-1788717497560","13_left",false,53,37.2888174384,127.1075131707,24.790644,9.593195,24.470176,-0.3334996659
"route-1788717497560","13_left",false,54,37.2888159772,127.1075184494,25.258731,9.431031,24.965557,-0.3334996659
"route-1788717497560","13_left",false,55,37.2888145161,127.1075237282,25.726817,9.268867,25.460938,-0.3334996659
"route-1788717497560","13_left",false,56,37.2888130549,127.1075290069,26.194904,9.106704,25.956318,-0.3334996659
"route-1788717497560","13_left",false,57,37.2888115937,127.1075342856,26.662990,8.944540,26.451699,-0.3334996659
"route-1788717497560","13_left",false,58,37.2888101326,127.1075395644,27.131077,8.782376,26.947080,-0.3334996659
"route-1788717497560","13_left",false,59,37.2888086714,127.1075448431,27.599163,8.620212,27.442461,-0.3334996659
"route-1788717497560","13_left",false,60,37.2888072103,127.1075501218,28.067250,8.458048,27.937841,-0.3334996659
"route-1788717497560","13_left",false,61,37.2888057491,127.1075554006,28.535336,8.295884,28.433222,-0.3334996659
"route-1788717497560","13_left",false,62,37.2888042879,127.1075606793,29.003423,8.133721,28.928603,-0.3334996659
"route-1788717497560","13_left",false,63,37.2888028268,127.1075659581,29.471509,7.971557,29.423984,-0.3334996659
"route-1788717497560","13_left",false,64,37.2888013656,127.1075712368,29.939596,7.809393,29.919364,-0.3334996659
"route-1788717497560","13_left",false,65,37.2887999045,127.1075765155,30.407682,7.647229,30.414745,-0.3334996659
"route-1788717497560","13_left",false,66,37.2887984433,127.1075817943,30.875769,7.485065,30.910126,-0.3334996659
"route-1788717497560","13_left",false,67,37.2887969822,127.1075870730,31.343856,7.322902,31.405507,-0.3334996659
"route-1788717497560","13_left",false,68,37.2887955210,127.1075923517,31.811942,7.160738,31.900888,-0.3334996659
"route-1788717497560","13_left",false,69,37.2887940598,127.1075976305,32.280029,6.998574,32.396268,-0.3334996659
"route-1788717497560","13_left",false,70,37.2887925987,127.1076029092,32.748115,6.836410,32.891649,-0.3334996659
"route-1788717497560","13_left",false,71,37.2887911375,127.1076081879,33.216202,6.674246,33.387030,-0.3334996659
